Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,control_T4,esg_T1,esg_T2,esg_T3
CG6785,17.8799726,1.053705353,1.03784409,1.015282896,0.309970995,0.644470828,14.31214522,5.03159097,21.69039019,7.947766856,1.032380536,41.7090677,33.43646669
Phae1,155.0780426,0.802651961,0.790494936,1.015379004,0.309925197,0.644470828,10.22296087,257.6174577,72.95858518,129.4350602,283.9046475,91.93019004,239.4773966
Coq3,149.6400999,0.297953617,0.293540832,1.01503295,0.310090121,0.64449843,89.96205567,173.0867294,117.3252924,164.6323134,188.9256382,161.729038,151.8196326
Rel,1160.140316,-0.44505144,0.43868635,-1.014509434,0.31033973,0.644879045,1997.566554,737.6312363,1843.683166,657.3938585,606.0073749,900.5753802,1378.124641
spt4,253.7025545,-0.2286643,0.225429345,-1.014350193,0.310415681,0.644898717,240.2395805,313.9712766,221.833536,306.5567216,277.7103643,221.3134205,194.2929821
CG1582,531.6709346,0.153970972,0.151829323,1.014105632,0.310532351,0.645002956,533.6385575,516.2412336,513.6678767,465.5120587,481.08933,561.7956058,649.7518798
Npc2b,218.553375,0.410186624,0.404663296,1.013649195,0.310750174,0.645179087,97.11812828,230.4468664,131.128268,307.6921168,302.4874972,217.9085986,243.0921497
CG30108,249.8276524,0.241081815,0.23780349,1.013785858,0.310684945,0.645179087,206.5038096,278.7501398,171.5512679,270.2240731,309.7141609,240.0399407,272.010175
CG11753,333.7153781,-0.151063606,0.149202818,-1.012471536,0.31131265,0.645395334,350.6475579,356.2366407,353.9477308,332.6708127,343.7827186,270.6833373,328.0388489
CG13315,595.2533758,0.520384897,0.513792262,1.012831326,0.311140735,0.645395334,139.0322679,694.3595539,366.7647795,807.2660335,865.1348895,437.5196082,856.696498
CG4042,367.3432617,0.204832247,0.202212299,1.012956418,0.311080978,0.645395334,310.7780105,409.571505,307.6091699,350.8371369,479.0245689,386.4472804,327.1351606
Gr43a,19.94716968,1.051878027,1.03824496,1.013130877,0.310997652,0.645395334,3.066888261,5.03159097,37.46521942,9.083162121,5.161902682,39.15545131,40.66597301
Cyp4ae1,37.16580857,0.636812677,0.628815952,1.012717115,0.3111953,0.645395334,11.24525696,53.33486429,15.77482923,39.73883428,59.87807111,33.19701307,46.99179103
oc,16.32420205,-1.118155569,1.103851389,-1.012958429,0.311080018,0.645395334,59.29317306,8.050545553,10.84519509,6.812371591,1.032380536,11.06567102,17.17007749
Mtpalpha,793.2133887,-0.126950111,0.125388276,-1.01245599,0.311320079,0.645395334,765.6997693,922.793784,774.9384858,827.7031483,806.2891989,701.3933018,753.676033
ND-B16.6,1032.999988,-0.138072751,0.136441469,-1.01195591,0.311559135,0.645752907,978.3373554,1118.019514,997.7579487,1205.789772,1076.772899,880.1464491,974.1759756
Taf1,340.5652631,-0.152042689,0.150391617,-1.010978486,0.312026727,0.645858344,392.5616975,369.3187772,358.8773649,302.0151405,328.2970106,317.4996378,315.3872129
CG7523,260.6998302,-0.172216052,0.17032575,-1.011098157,0.311969452,0.645858344,293.398977,258.6237759,301.693609,241.8391915,225.0589569,234.0815024,270.2027984
CG43117,147.7586208,-0.233128016,0.230527834,-1.011279255,0.311882792,0.645858344,166.6342622,155.9793201,178.4527556,130.5704555,107.3675758,149.8121615,145.4938145
oxt,137.5686808,0.19395644,0.191834778,1.011059841,0.31198779,0.645858344,134.9430835,128.8087288,132.1141948,122.6226886,131.1123281,149.8121615,163.5675803
SmydA-8,25.19734653,-0.882083829,0.872571428,-1.010901573,0.312063541,0.645858344,68.49383784,22.13900027,24.64817067,10.21855739,4.129522146,33.19701307,13.55532434
Cyp4ac3,43.41391489,-0.384929195,0.380787989,-1.01087536,0.312076088,0.645858344,59.29317306,39.24640957,59.1556096,35.19725322,36.13331877,31.49460214,43.37703787
CG7382,464.0664112,0.217497574,0.215140577,1.010955616,0.312037673,0.645858344,333.2685244,455.8621419,409.1596331,537.0419604,540.9674011,413.6858552,558.4793626
mute,168.1238533,-0.224116621,0.221771948,-1.010572449,0.312221108,0.645913467,155.3890052,182.1435931,178.4527556,200.9649619,154.8570805,182.1579692,122.9016073
IM14,6.238434042,-1.158741625,1.146796011,-1.010416512,0.31229578,0.645913467,8.178368697,4.025272776,6.901487787,13.62474318,4.129522146,6.809643707,0
Zir,423.4597958,-0.179872678,0.178020816,-1.010402499,0.312302491,0.645913467,532.6162614,383.4072319,401.2722185,466.647454,351.0093824,400.9177732,428.348249
CG11406,3.50212364,-1.43768156,1.423927564,-1.009659196,0.312658598,0.64651213,9.200664784,2.012636388,6.901487787,1.135395265,0,2.55361639,2.711064867
CG7878,473.0910934,-0.171791093,0.17019482,-1.009379088,0.312792863,0.646651913,478.4345688,584.6708708,399.3003648,525.6880078,455.2798165,442.6268409,425.6371841
Pp2A-29B,918.997129,-0.106519449,0.10555963,-1.009092673,0.312930192,0.646797967,930.2894393,949.9643752,987.8986804,923.0763505,875.4586948,812.9012175,953.3911449
Rpn5,649.9348049,0.218934615,0.217136054,1.008283105,0.313318571,0.647169932,578.6195853,753.7323274,458.4559744,638.092139,843.4548982,684.3691925,592.8195176
pirk,1064.23088,-0.293399525,0.291024384,-1.008161311,0.313377028,0.647169932,1450.638148,938.8948751,1499.594703,732.329946,705.1159063,1021.446556,1101.596024
Hexo2,143.1392422,0.686485186,0.680902751,1.008198579,0.31335914,0.647169932,143.1214522,30.18954582,246.4817067,34.06185795,178.6018328,221.3134205,148.2048794
MKP-4,207.086541,-0.249754418,0.247723042,-1.008200188,0.313358368,0.647169932,245.3510609,193.2130933,271.1298774,179.3924519,145.5656556,202.5869003,212.3667479
CG43163,9.259758932,-0.856075355,0.849325822,-1.00794693,0.31347994,0.647244661,14.31214522,5.03159097,19.71853653,6.812371591,3.097141609,6.809643707,9.03688289
CG11453,301.7901614,0.184346218,0.183004309,1.007332661,0.31377494,0.647715879,289.3097927,240.5100484,297.7499017,313.3690932,289.0665502,303.8803504,378.6453931
CG12182,43.07710161,-0.333650006,0.331355252,-1.00692536,0.313970644,0.6478557,38.84725131,43.27168235,50.28226816,56.76976326,35.10093824,36.60183492,40.66597301
Elp2,246.7140006,-0.268093701,0.266340556,-1.006582344,0.314135522,0.6478557,216.7267705,301.8954582,222.8194628,322.4522553,290.0989307,194.0748456,178.9302812
CG2652,45.560648,-1.073218558,1.066202065,-1.006580828,0.314136251,0.6478557,130.8538992,17.1074093,83.80378027,3.406185795,5.161902682,29.79219122,48.79916761
ben,1210.663824,0.131791681,0.130940975,1.006496863,0.31417662,0.6478557,1123.5034,1192.48706,1003.67351,1332.954041,1291.508051,1315.963646,1214.55706
l(2)gl,1690.620935,0.150937209,0.149960275,1.006514623,0.314168081,0.6478557,1840.132957,1305.194698,1616.919996,1695.145131,1776.726903,1657.297037,1942.929821
Srlp,575.996393,0.171746529,0.170708013,1.006083582,0.314375366,0.648052121,513.1926358,600.7719619,442.6811452,629.0089769,674.1444903,584.7781533,587.3973879
dind,305.9761272,0.166425837,0.165452633,1.005882069,0.314472303,0.648052121,316.911787,247.5542757,321.4121455,277.0364447,326.2322495,348.1430345,304.5429534
CG8915,79.75949434,-0.296746571,0.294976824,-1.005999615,0.314415755,0.648052121,90.98435176,108.682365,73.94451201,72.66529697,85.68758452,61.28679336,65.06555681
CG6962,149.2878936,0.239502409,0.238267027,1.005184862,0.314807843,0.648192757,122.6755305,156.9856383,120.2830729,154.4137561,177.5694523,183.8603801,129.2274253
mRRF2,73.50504035,0.318069893,0.316387942,1.005316104,0.314744663,0.648192757,50.09250827,62.39172803,66.05709739,87.42543541,90.8494872,65.54282068,92.17620548
CG12118,40.39314592,0.320509973,0.318837014,1.005247065,0.314777897,0.648192757,31.6911787,39.24640957,36.47929259,38.60343901,45.4247436,43.41147863,47.89547932
CG18789,6.417409998,-1.161931845,1.155536907,-1.005534171,0.314639704,0.648192757,5.111480436,12.07581833,3.943707307,12.48934792,6.194283218,5.10723278,0
CG2218,455.9633231,-0.14978906,0.14911769,-1.004502283,0.315136571,0.648731906,453.8994627,538.3802338,440.7092916,471.189035,455.2798165,454.5437174,377.7417048
CG34203,5.015577524,-0.884548291,0.880797677,-1.004258202,0.315254175,0.648836303,5.111480436,5.03159097,6.901487787,7.947766856,3.097141609,3.404821853,3.614753156
CG14684,26.7897242,-0.444848081,0.443082656,-1.003984416,0.315386125,0.648970177,29.64658653,30.18954582,30.56373163,30.65567216,19.61523019,31.49460214,15.36270091
Gr77a,8.272629632,1.382293544,1.377530567,1.003457619,0.315640115,0.649355062,16.35673739,0,0.985926827,2.27079053,5.161902682,19.57772566,13.55532434
CG11158,134.1069354,0.397918612,0.396712202,1.003041021,0.31584107,0.649355315,82.80598306,172.0804112,64.08524374,153.2783608,166.2132664,127.6808195,172.6044632
THG,126.7059308,0.275427905,0.274575892,1.003103016,0.31581116,0.649355315,93.02894393,127.8024106,105.4941705,138.5182223,172.4075496,142.1513124,107.5389064
Ugt36E1,17.1575575,0.810945972,0.808289269,1.003286822,0.315722493,0.649355315,2.044592174,26.16427305,8.873341441,14.76013845,28.90665502,21.28013658,18.07376578
Sas-4,88.94223046,-0.447866153,0.446686823,-1.002640172,0.316034506,0.649364086,86.89516741,105.6634104,66.05709739,143.0598034,102.2056731,82.56692995,36.14753156
CG5276,130.2321516,0.254209156,0.253518851,1.002722896,0.31599458,0.649364086,110.4079774,117.7392287,146.9030972,105.5917597,171.375169,113.2103266,146.3975028
CG11414,528.653725,-0.174592006,0.174136464,-1.002616006,0.31604617,0.649364086,637.9127584,514.2285972,579.7249741,491.6261498,415.0169756,494.5503742,567.5162455
Spn42Dc,387.1412829,0.362369253,0.361489492,1.002433712,0.316134167,0.649386249,531.5939653,210.3205026,429.8640965,207.7773335,407.7903119,440.0732246,482.5695463
Hex-A,1145.158259,-0.299198293,0.298506861,-1.002316303,0.316190851,0.649386249,1552.867756,927.8253749,1499.594703,1000.283229,692.7273399,901.4265857,1441.382821
CG11399,167.8280198,-0.186093286,0.185691986,-1.002161106,0.316265789,0.649402658,196.2808487,148.9350927,182.3964629,180.5278472,152.7923194,156.6218053,157.2417623
CG5516,178.7374432,0.335367079,0.334755464,1.001827048,0.316427131,0.649596439,130.8538992,186.1688659,96.62082902,229.3498436,240.544665,178.7531473,188.8708524
dikar,370.2197433,-0.353141012,0.352754399,-1.001095985,0.316780406,0.64990904,631.7789819,304.9144128,463.3856086,232.7560294,251.9008509,349.8454454,356.9568742
CG14418,15.78427442,-1.036485146,1.035338767,-1.001107251,0.31677496,0.64990904,46.00332392,14.08845472,19.71853653,1.135395265,6.194283218,17.02410927,6.325818023
Cep97,100.7627406,-0.308559287,0.308145423,-1.00134308,0.316660972,0.64990904,95.07353611,101.6381376,111.4097314,131.7058508,66.07235433,121.7223813,77.71719286
Hrd3,246.2215607,0.250249869,0.250126542,1.000493057,0.317071956,0.650130818,184.0132957,301.8954582,201.1290727,223.6728672,315.9084441,280.0465974,216.8851894
Klp98A,197.8860505,-0.220900981,0.220800157,-1.000456627,0.317089578,0.650130818,243.3064687,184.1562295,232.6787311,182.7986377,152.7923194,176.1995309,213.2704362
eIF4H1,2483.636657,-0.105324846,0.105266937,-1.000550117,0.317044356,0.650130818,2599.69895,2397.049938,2491.437091,2755.604308,2388.928561,2179.937192,2572.800559
Sdhaf3,130.4980641,0.404294037,0.404263818,1.00007475,0.317274334,0.650148768,65.42694958,137.8655926,75.91636566,179.3924519,181.6989744,142.1513124,131.0348019
CG1951,169.1035265,0.211189547,0.211154934,1.000163919,0.317231187,0.650148768,140.0545639,138.8719108,173.5231215,181.6632424,162.0837442,207.6941331,179.8339695
c12.1,407.0476597,-0.176903985,0.176899928,-1.000022934,0.317299409,0.650148768,382.3387366,474.9821876,378.5959015,476.8660114,426.3731615,383.0424585,327.1351606
Ets98B,6.148688412,-1.262820352,1.263409739,-0.999533495,0.317536322,0.650314886,23.51281,4.025272776,2.95778048,2.27079053,3.097141609,0.851205463,6.325818023
Srp68,479.229048,0.139497537,0.139549471,0.999627841,0.317490645,0.650314886,403.8069544,457.8747783,459.4419013,516.6048456,471.7979051,520.9377436,524.1392076
eys,29.02520531,0.836039346,0.836507822,0.999439961,0.31758161,0.650314886,28.62429044,6.037909165,29.5778048,22.7079053,7.226663755,34.899424,74.1024397
CG9609,141.9021739,-0.27747045,0.2776867,-0.999221245,0.317687526,0.650394471,129.8316031,200.2573206,131.128268,152.1429655,153.8246999,128.532025,97.59833521
ChAT,16.33845241,0.822273192,0.823146466,0.998939103,0.317824192,0.650522077,25.55740218,2.012636388,6.901487787,14.76013845,19.61523019,23.83375297,21.68851894
disco,22.81073097,-1.18971484,1.191290578,-0.998677285,0.317951048,0.650522077,99.16272045,7.044227359,12.81704875,1.135395265,10.32380536,10.21446556,18.97745407
Dhc16F,14.86670999,-0.562769041,0.563474903,-0.998747305,0.317917119,0.650522077,12.26755305,16.10109111,15.77482923,24.97869583,10.32380536,11.06567102,13.55532434
AlaRS,887.712727,0.146846957,0.147093111,0.998326547,0.318121039,0.650732618,929.2671432,886.566329,865.6437539,713.0282265,899.2034472,865.6759562,1054.604233
Orct,197.8018201,-0.255162278,0.255728002,-0.99778779,0.318382272,0.651070608,221.8382509,203.2762752,274.0876578,151.0075703,152.7923194,186.4139965,195.1966704
CG33054,86.38319705,0.318340541,0.31907155,0.997708951,0.318420512,0.651070608,54.18169262,72.45490997,92.67712171,93.10241174,105.3028147,74.90608077,112.0573478
CG10184,610.0140015,-0.214726492,0.215309585,-0.997291835,0.318622876,0.651072655,569.4189205,789.9597824,532.4004864,701.6742738,678.2740124,545.622702,452.7478328
CG32054,66.05285825,0.74792272,0.749941291,0.997308362,0.318614856,0.651072655,13.28984913,109.6886832,15.77482923,65.85292538,120.7885228,50.22112234,86.75407575
CG8093,44.36849385,-0.907076579,0.909368878,-0.997479242,0.318531945,0.651072655,14.31214522,111.7013195,12.81704875,82.88385435,57.81331004,9.363260097,21.68851894
CG14100,251.1030445,0.31043748,0.311333483,0.997122049,0.318705272,0.651103862,196.2808487,289.8196399,149.8608777,274.7656542,345.8474797,299.6243231,201.5224885
Ugt35E1,3.675224272,1.223288289,1.229073276,0.995293212,0.319593678,0.652730573,1.022296087,5.03159097,0.985926827,2.27079053,9.291424827,1.702410927,5.422129734
Rpt6,544.5854611,0.131251309,0.131901904,0.99506758,0.319703397,0.652730573,503.991971,592.7214163,518.5975109,476.8660114,604.9749943,545.622702,569.3236221
Bace,1491.585081,0.41056368,0.412548706,0.995188384,0.31964465,0.652730573,505.0142671,1823.448568,1203.816655,1696.280526,2169.031507,1057.197185,1986.306859
Uba4,224.2826497,0.240742091,0.242018177,0.994727314,0.319868906,0.652931059,160.5004857,253.5921849,176.480902,241.8391915,272.5484616,255.361639,209.6556831
Incenp,373.847085,-0.246050221,0.247575875,-0.993837629,0.320301923,0.653677394,475.3676805,471.963233,317.4684382,338.347789,340.685577,412.8346497,260.2622272
Syt4,258.3916229,0.225586328,0.227088634,0.993384496,0.320522614,0.653901023,212.6375861,217.3647299,206.0587068,328.1292316,273.5808421,266.42731,304.5429534
chinmo,79.83716107,-0.891157079,0.897135752,-0.993335821,0.320546326,0.653901023,258.6409101,24.15163666,93.66304854,21.57251004,13.42094697,71.50125892,75.90981628
Rpn13R,5.936887821,0.872703158,0.878838636,0.993018652,0.320700865,0.653941221,3.066888261,8.050545553,2.95778048,3.406185795,9.291424827,9.363260097,5.422129734
Phae2,164.3311593,0.606387861,0.610570221,0.993150076,0.320636824,0.653941221,35.78036305,266.6743214,85.77563393,148.7367797,293.1960723,113.2103266,206.9446182
Sgf11,267.4758587,0.187575049,0.188947066,0.992738616,0.320837351,0.654082031,218.7713627,274.724867,217.8898287,298.6089547,308.6817804,283.4514193,270.2027984
CG31636,23.34157698,-0.885278454,0.891939204,-0.992532282,0.32093794,0.654149615,10.22296087,58.36645526,16.76075605,30.65567216,35.10093824,5.958438243,6.325818023
SpdS,95.64490494,-0.221284079,0.223087868,-0.991914444,0.321239263,0.654488731,97.11812828,104.6570922,105.4941705,99.91478333,97.04377042,89.37657365,75.90981628
bnb,22.63834138,-0.737513122,0.743432273,-0.992038076,0.321178952,0.654488731,58.27087697,13.08213652,26.62002432,11.35395265,10.32380536,15.32169834,23.49589551
Urm1,212.1113973,-0.22828076,0.230183671,-0.991733076,0.321327752,0.654531539,204.4592174,248.5605939,186.3401703,265.682492,233.3180012,185.562791,160.8565154
CG15186,7.625372257,1.029606177,1.039096238,0.990867004,0.321750526,0.655019373,10.22296087,1.006318194,1.971853653,7.947766856,12.38856644,15.32169834,4.518441445
knk,13.67841741,-1.090884019,1.100835361,-0.990960191,0.32170502,0.655019373,40.89184349,5.03159097,22.67631701,2.27079053,2.064761073,11.06567102,11.74794776
Ir68a,44.18147851,0.887656952,0.895874373,0.990827485,0.321769826,0.655019373,63.3823574,8.050545553,43.38078038,14.76013845,9.291424827,108.9542993,61.45080365
CG13868,1137.824095,-0.313131785,0.316137943,-0.990490993,0.321934189,0.655216457,1710.301354,808.0735099,1577.482923,870.8481683,732.9901808,1077.626117,1187.446412
CG1360,126.0617053,-0.269361055,0.272021508,-0.990219698,0.322066747,0.65534874,112.4525696,153.9666837,154.7905118,122.6226886,121.8209033,133.6392577,83.13932259
CG8204,211.1913131,-0.285869085,0.288753651,-0.990010285,0.322169092,0.655419504,167.6565583,255.6048213,185.3542434,306.5567216,230.2208596,154.9193943,178.0265929
Tsp96F,77.99818563,0.329411721,0.33300049,0.989222933,0.322554081,0.656065125,53.15939653,69.43595539,68.02895104,90.83162121,77.42854023,116.6151485,70.48768654
wun2,968.1126846,-0.326266729,0.32999956,-0.988688374,0.322815633,0.656184333,1435.303706,766.8144639,1406.917582,631.2797674,622.5254634,924.4091332,989.5386765
Gclc,705.4993138,0.447432529,0.452530098,0.988735403,0.322792617,0.656184333,910.8658137,357.2429589,789.7273882,383.7635996,375.7865152,862.2711344,1258.837787
AspRS-m,437.5059499,0.132163135,0.133652441,0.988856876,0.322733172,0.656184333,422.208284,400.5146412,399.3003648,458.6996871,500.7045601,424.7515262,456.362586
CG8281,123.7964775,-0.359854204,0.364350083,-0.987660552,0.32331892,0.65670286,171.7457426,121.7645015,161.6919996,91.96701647,65.03997379,139.597696,114.7684127
Miga,292.0726374,-0.175186201,0.177329617,-0.987912816,0.323195348,0.65670286,332.2462283,268.6869578,345.0743894,282.713421,238.4799039,280.8978029,296.4097588
lic,370.2901174,0.129898546,0.131527594,0.987614398,0.323341532,0.65670286,327.1347479,375.3566864,366.7647795,354.2433227,402.6284092,402.6201842,363.2826922
