Geneid,Length,patr1_T1,patr1_T2,patr1_T3,esgTS_T1,esgTS_T2,esgTS_T3
asRNA:CR45549,620,0,0,0,2,1,1
DNApol-iota,3284,47,87,68,129,131,135
Ada2b,2636,90,155,120,151,138,109
CG9636,2815,177,267,215,275,331,297
CG18749,3544,0,0,0,0,0,0
CG33722,3593,0,0,0,0,0,0
CG15864,1542,20,45,28,21,24,15
mtg,2402,17,47,27,11,22,7
CR18228,992,5,11,3,24,18,18
RpA-70,2135,553,770,641,482,500,389
Mcm2,2898,182,272,212,277,306,220
CG9630,1954,84,152,145,141,173,104
ato,1223,0,0,0,0,0,0
lncRNA:CR44318,465,1,0,2,3,5,5
Nazo,681,65,122,99,74,129,60
CG11672,1122,3,5,2,7,5,13
CG31464,741,1,1,0,0,0,1
CG31463,1275,0,0,0,0,1,1
CG9626,5570,0,4,1,0,0,1
mRpL1,1220,117,200,193,196,214,210
nac,1225,19,26,22,34,23,26
Sgt1,1085,148,210,146,156,144,131
tex,1063,43,67,64,40,58,42
mir-4918,55,0,0,0,0,0,0
CG11693,1898,0,0,0,0,0,0
CG11694,935,0,0,0,0,0,0
CG11698,910,0,0,0,0,0,0
CG7483,1481,231,311,275,306,304,331
Coq2,1643,92,144,108,81,93,65
lncRNA:CR45215,1023,4,13,8,11,15,5
Ctr1B,953,9,10,5,20,10,9
Poxm,2566,0,0,0,2,2,2
Or85a,1194,0,0,0,1,0,0
CG7443,616,0,0,0,0,0,0
COX7A,697,249,362,303,347,355,335
Arl2,656,30,67,50,37,42,58
CG9601,1856,50,75,70,74,78,67
COX7AL,587,1,2,1,0,0,0
DppIII,2613,808,1107,960,706,705,601
CG7352,1581,5,14,4,1,10,6
mir-9380,77,0,0,0,0,0,0
Atg13,3003,129,280,158,300,319,249
stck,1583,184,243,180,355,342,408
CG9684,2146,254,396,231,347,382,300
CG7963,1069,0,1,0,1,0,2
CG45263,13576,140,247,139,1,5,3
lncRNA:CR46126,383,1,0,0,0,0,0
Obp85a,543,4,3,2,0,1,0
lncRNA:CR46125,960,2,4,0,0,0,0
Or85b,1173,0,0,1,0,0,2
Or85c,1170,0,1,0,0,0,0
lncRNA:CR46228,342,0,0,0,0,0,0
CG11737,2324,64,115,104,162,134,126
CG31454,1736,7,1,5,14,20,8
CG31259,2464,4,2,6,4,4,0
CG11741,455,0,0,0,0,1,0
lncRNA:CR45575,365,0,0,0,0,0,0
lncRNA:CR45574,476,0,0,0,0,0,0
Or85d,1239,0,0,0,0,0,0
pch2,2108,86,147,97,151,158,118
mRpS18A,581,55,90,55,90,94,91
CG31460,717,0,1,2,2,1,1
asRNA:CR44291,823,0,2,1,0,1,2
Cenp-C,4682,69,181,123,268,313,228
5-HT2B,6333,1,1,0,0,2,1
lncRNA:CR46124,320,0,0,0,0,0,0
Or85e,1404,0,0,0,0,0,0
tRNA:Tyr-GTA-1-4,73,0,1,1,2,1,3
tRNA:Tyr-GTA-1-5,73,0,1,0,0,0,0
Cyp313b1,2138,2,3,1,3,2,0
Mkk4,4110,552,738,587,583,628,589
SLIRP2,410,20,35,36,16,22,19
Dhod,1472,163,236,162,231,261,200
CG11753,804,28,53,47,62,68,66
CG42489,658,4,15,11,6,10,7
bel,3970,1024,1417,1251,1556,1696,1503
p,3297,126,212,124,216,170,170
CG8032,2796,65,108,79,136,175,123
CG8036,2748,734,1004,982,1237,1165,1101
tRNA:Tyr-GTA-1-6,73,3,5,1,2,2,2
tRNA:Tyr-GTA-1-7,73,0,1,0,1,0,0
tRNA:Tyr-GTA-1-8,73,4,5,0,0,1,1
mRpL19,1036,114,191,147,139,150,121
CG9773,1021,87,145,108,111,102,108
CG8043,1254,55,81,46,59,55,46
CG11755,946,25,42,8,45,38,44
CG33325,965,0,1,0,0,0,1
lncRNA:CR44937,455,0,0,0,0,0,0
CG44227,384,0,0,0,0,0,0
hb,3835,0,0,1,0,0,1
Cks85A,3024,26,42,27,41,46,40
CG8112,2229,0,0,0,0,0,0
TMEM216,2812,76,94,98,158,192,122
CG11760,1908,1,0,0,3,1,0
CG8136,1620,4,5,4,11,8,5
nom,1862,55,66,70,112,109,114
ouib,1141,0,1,0,2,1,0
CG8159,1328,14,43,33,31,43,27
ranshi,1159,10,20,8,26,35,23
M1BP,1519,146,216,155,233,219,210
CG8202,3092,125,180,134,219,249,182
CG9801,3659,279,411,277,179,138,111
CG8223,2253,21,37,24,32,29,33
CG34135,7398,0,0,0,0,0,0
CG11768,7452,0,0,0,0,0,0
asRNA:CR44228,1853,0,0,0,0,0,0
CG8236,1562,0,0,0,0,0,0
CG13318,1271,0,0,0,0,0,0
CG34301,307,2,1,0,1,0,2
Pif1A,9951,1,7,0,1,1,2
Pif1B,9209,0,0,0,0,0,0
CG33191,1545,2,1,1,0,0,0
CG33189,677,3,4,3,0,0,0
Ir85a,2139,10,10,5,9,7,18
CCT7,1964,517,736,625,932,916,882
CG9839,2186,93,143,112,176,204,163
hng2,1207,76,160,115,86,98,92
CG9837,2642,31,36,21,61,39,44
aqz,6529,3827,4524,4629,5028,4913,4914
lncRNA:CR43130,293,24,26,16,49,52,38
CG8369,774,4,4,4,2,1,1
IscU,955,276,360,272,299,256,267
CG8379,2450,362,517,420,339,322,307
pyd,15740,405,583,548,1005,1049,1013
tRNA:Arg-TCG-2-3,73,0,1,1,2,1,1
tRNA:Arg-TCG-2-4,73,0,0,0,0,0,0
asRNA:CR44020,820,0,0,0,0,0,0
osk,2869,1,0,0,0,0,0
lncRNA:osk,2335,0,0,0,0,0,0
ScsbetaA,2282,679,816,695,802,820,804
CG11964,1885,119,198,169,190,197,183
ich,4569,1,0,1,0,0,0
CAHbeta,1142,13,21,16,61,50,44
RagA-B,1408,131,200,110,158,166,146
CG11970,5607,226,386,336,352,400,327
E(var)3-9,2136,109,203,124,209,253,186
CG11975,1733,130,234,130,197,206,199
CG31100,2688,0,1,0,0,1,1
CG11977,857,0,0,0,0,0,0
CG11980,1238,151,209,163,220,231,185
Prosbeta3,914,278,426,347,275,266,255
Iru,1575,131,215,158,187,202,192
CG11983,1813,2,2,1,5,2,3
Kcmf1,2989,223,339,281,433,461,370
Sf3b5,370,45,86,64,51,64,49
CG11986,1262,40,59,45,82,78,58
tgo,3108,235,436,359,356,411,324
neur,4309,574,915,629,842,847,719
asRNA:CR31429,1893,2,3,1,4,3,4
hyx,2479,238,368,304,350,428,298
Nmdmc,1516,51,94,48,55,75,71
Rel,3499,901,905,863,1080,1249,1592
Mst85C,1463,53,115,60,109,103,109
Kdm2,5489,239,447,366,572,564,439
beag,1882,70,121,98,123,100,93
Ada,1121,31,56,35,57,40,36
pum,11798,1094,1646,1343,1772,2003,1754
CG11997,1525,9,21,14,45,31,39
lncRNA:CR45196,797,7,5,2,18,16,13
D1,1877,499,697,590,666,697,633
Vps15,4542,166,278,167,236,192,173
CG8420,2330,0,0,0,0,0,0
St2,1528,0,0,1,0,0,0
CR16735,1139,0,0,0,0,0,0
CG16734,1393,62,97,68,70,86,68
CG16736,908,2,0,1,1,1,0
Ibf2,708,16,37,24,43,45,23
Ibf1,963,69,91,56,82,116,94
ATP6AP2,1468,388,493,396,565,513,443
sage,1428,35,52,30,53,59,30
TrpRS,1683,235,307,217,242,262,244
Vps16A,2741,244,387,243,232,249,201
lncRNA:CR46350,651,4,6,3,8,10,13
CG8861,2682,3,2,2,2,2,1
HP1e,592,0,0,0,0,0,0
CG12951,857,0,0,0,1,0,0
CG16749,873,5,2,5,11,11,6
Aduk,2113,57,112,87,130,159,107
pasi2,1748,30,47,32,83,92,82
lncRNA:CR43301,1770,7,7,2,7,4,10
CG45050,8254,1794,2138,1933,2000,2230,2132
snoRNA:Me18S-G1358a,75,5,4,0,6,5,5
snoRNA:Me18S-G1358b,75,11,10,6,29,26,27
CG43675,2964,6,6,6,19,18,15
CG18473,1282,11,14,11,10,10,10
Srr,1727,15,20,7,17,8,13
FER,5128,568,789,635,1059,1094,966
asRNA:CR46145,848,42,33,47,86,91,102
Or85f,1179,2,5,2,0,6,8
CG34117,428,39,66,59,32,41,27
RpL34b,927,392,438,342,623,498,554
CG8132,1069,16,20,15,38,34,22
CG9356,1578,51,118,103,91,97,108
CG8135,2767,0,0,0,0,0,0
BBIP1,2767,0,0,0,0,0,0
CG44261,476,1,1,0,2,2,1
betaTub85D,1841,0,0,1,0,1,1
Task7,1727,1,0,0,0,0,1
alpha-Man-IIa,4002,75,126,90,119,128,112
ps,13660,2079,3022,2960,3077,3533,3016
GstZ1,913,56,109,67,92,78,71
GstZ2,2325,3,7,3,3,9,8
CG16779,12531,7,4,3,7,5,6
lncRNA:CR45203,612,0,0,0,2,0,0
phu,1862,0,0,2,0,0,0
RhoL,1412,102,179,100,290,301,237
CG8149,1156,174,284,235,207,226,191
rump,2358,319,463,367,636,701,586
Ras85D,1958,402,545,386,541,575,510
Rlb1,1444,75,131,136,123,153,116
mRpL47,905,106,165,138,165,150,160
CG8176,5116,383,626,549,669,731,579
JHDM2,3186,74,135,100,145,131,102
mir-2283,76,1,1,0,1,3,1
by,4774,280,460,381,647,670,521
mura,7274,1067,1641,1480,1419,1705,1507
lncRNA:CR42549,1968,227,406,353,571,645,566
RnpS1,1370,142,237,197,185,197,195
CG9386,1652,47,72,42,95,102,82
CG8199,1750,195,253,159,372,353,319
AP-1mu,1755,190,291,221,244,243,198
MBD-like,1225,66,132,110,108,114,88
CG9393,1589,69,128,111,134,126,106
Vps45,2055,109,190,134,142,150,133
CG16789,2734,20,38,25,51,47,40
CG16790,1028,21,28,36,30,44,30
CG9396,681,2,3,2,3,1,1
CG9399,1410,25,44,20,143,125,93
Kap-alpha3,2867,716,1017,908,1013,1064,994
Son,3125,92,128,111,145,137,119
CG8301,3094,5,4,2,36,49,46
CG33654,507,0,0,0,1,1,0
P58IPK,2217,187,280,210,264,279,241
bocks,1535,97,158,133,155,158,149
CG8312,4218,10,14,7,10,17,11
CG9427,961,0,0,0,0,0,0
CG8319,1295,37,65,69,77,90,68
Calr,1677,607,804,718,1049,992,925
sisRNA:CR46357,186,0,5,3,6,12,2
SpdS,1705,24,26,33,36,41,36
asRNA:CR45053,1042,0,2,0,1,4,1
Scm,4069,277,446,351,432,503,435
Dh44,2402,2,1,3,2,1,0
Fst,1177,12,18,9,3,0,4
CG9492,14650,4,2,1,1,0,3
CR43441,570,0,0,0,1,0,0
Nepl12,2197,0,0,0,0,0,0
p23,1120,543,673,559,848,787,754
nmdyn-D7,1392,29,49,42,75,94,80
CG9444,2062,1,3,1,6,7,2
eca,946,91,136,102,112,119,102
CG18542,1263,0,0,0,0,0,0
Unc-115b,3984,0,0,0,0,0,0
p24-2,3554,0,0,0,0,0,0
CG32939,1264,0,0,0,0,0,0
Unc-115a,4280,317,420,401,345,327,278
trbd,3679,151,234,166,246,238,190
dmt,3190,259,456,344,360,397,338
scaRNA:PsiU1-6,159,24,13,6,27,18,22
hyd,9083,3145,4194,3701,2932,2901,2556
FoxP,4391,0,1,0,0,5,3
alphaTub85E,1560,0,0,0,0,0,0
side-VII,4429,0,7,0,3,4,8
Pnn,1847,177,274,181,147,147,120
CG34409,2214,1,1,1,7,6,4
CG31415,720,0,0,0,0,3,0
CG12948,1519,61,71,60,79,58,60
PpD3,2509,355,504,368,478,465,368
CG16908,3376,181,266,210,253,290,232
Rpt3R,1452,5,10,2,3,4,5
CG8412,2527,116,170,117,148,175,136
Mpi,1410,99,138,131,138,129,110
Snap24,1846,101,124,103,177,205,203
CG8478,2281,82,152,109,147,186,107
MED6,2121,73,150,136,133,166,123
Naa80,1506,46,56,28,78,59,64
CG9471,956,22,45,22,84,76,53
Whamy,2184,63,102,78,127,138,126
topi,2652,12,18,10,12,21,14
RpS29,1007,547,613,490,737,695,719
snoRNA:Psi18S-1275,140,5,7,1,10,13,14
asRNA:CR31514,3175,7,18,13,24,34,26
CG12947,1695,6,3,5,12,11,2
MtnA,700,12,35,22,38,61,53
CG8500,3500,1,5,6,4,10,7
CG12945,3095,127,149,99,236,269,250
CG8507,1384,272,385,281,341,360,332
CG8516,3515,83,153,148,177,182,148
asRNA:CR46144,1043,0,0,2,0,2,1
CG9467,3180,290,440,340,527,511,407
CG8526,2069,6,22,7,8,10,4
FBXO11,5638,582,963,750,749,880,731
asRNA:CR44035,1602,0,0,0,0,0,0
CG8534,990,0,0,0,0,0,0
eloF,933,0,0,0,0,0,0
CG16904,980,0,0,2,0,2,0
CG9459,901,3,3,2,0,0,0
CG9458,900,4,2,2,0,0,0
CG42857,621,3,4,2,1,0,0
lncRNA:CR45790,870,0,0,2,0,0,0
CG34302,825,0,1,2,1,0,0
lncRNA:CR42858,680,1,2,1,0,0,0
Teh1,4539,3,9,6,1,1,1
Glut4EF,15711,453,788,739,1051,1440,1294
lncRNA:CR45029,560,8,8,5,27,23,25
Art4,3071,281,389,326,445,442,355
mir-9371,61,0,0,0,0,0,0
Gr85a,1194,0,1,0,1,0,2
Spn85F,2299,1,3,0,3,0,4
CG5359,1311,11,30,33,23,37,32
Mical,16335,867,1554,1197,1505,1579,1367
CG31407,900,3,4,1,9,8,0
CG3909,1102,54,83,59,84,63,54
CG11722,770,51,86,72,55,63,60
mtTFB2,1512,109,199,181,109,136,109
CG12811,1002,18,32,21,29,43,39
ohgt,2061,73,143,119,161,147,143
Fancl,1248,24,34,24,18,18,16
asRNA:CR44192,1156,0,2,2,0,1,0
Npc2e,661,0,0,0,0,0,0
Npc2d,661,1,2,3,2,5,1
Npc2c,708,0,0,0,0,0,0
asRNA:CR45205,1240,0,0,0,0,0,0
CR33629,534,0,0,0,0,0,0
CG33630,639,0,0,0,0,0,0
CG33631,588,0,1,0,0,0,0
CG33783,495,0,0,0,0,0,0
CG33784,552,0,0,0,0,0,0
nerfin-2,2454,0,0,1,1,0,0
Alp13,1486,1,1,0,0,0,0
lncRNA:CR45054,1937,110,155,126,322,333,303
mir-317,92,2,3,4,5,7,10
lncRNA:CR43459,7596,310,463,341,682,737,673
mir-277,100,0,0,0,0,0,0
mir-34,99,0,0,0,0,0,0
Fmr1,4904,585,876,840,1011,1127,914
CAH7,2376,5,4,6,2,4,2
gammaSnap2,1002,0,1,0,0,0,0
ATPsynepsilonL,490,3,6,5,0,0,0
knk,2674,0,2,2,3,0,1
asRNA:CR46038,1822,0,0,0,0,0,0
tws,5059,862,1301,1069,1099,1298,1158
TAF1B,3504,189,296,239,224,248,206
CG42759,359,1,6,1,9,4,3
Invadolysin,3610,29,48,32,55,86,74
CG34303,546,1,2,0,1,0,0
CG6254,2006,76,124,87,91,89,84
Best1,3314,193,208,164,297,276,393
CG12814,2507,2,9,4,1,0,1
Syn,5803,20,35,24,10,6,7
Timp,1591,166,220,188,409,412,386
CG12420,855,0,0,0,0,0,0
CG12817,1060,0,1,0,0,0,0
CG34107,611,0,1,0,0,0,0
CG42795,11033,42,80,84,9,12,5
CG3999,3197,1,1,0,2,5,3
Sirt6,1114,41,65,45,37,33,45
pont,1659,255,424,333,367,405,317
Nuak1,13227,876,1451,1237,1334,1487,1231
tRNA:Ser-GCT-2-1,82,2,10,8,3,15,15
CG6293,2601,1,3,2,3,3,1
Bruce,15702,3081,4322,3604,3816,4131,3625
CG12818,1001,38,73,45,42,54,44
sle,4875,990,1327,1069,1100,1255,938
CG12592,2407,8,4,3,18,12,8
CG18545,660,0,0,0,3,0,0
CG31406,1010,0,0,0,0,1,0
jumu,3860,910,1251,893,590,616,500
Rfx,5557,44,67,58,114,145,84
lncRNA:CR44938,1459,1,3,1,1,5,3
cwo,5092,940,1281,1027,1501,1491,1319
mthl11,1630,3,8,5,11,12,8
CG6325,3628,149,217,177,208,210,182
mir-994,91,1,0,0,0,0,0
mir-318,68,0,0,0,0,0,0
Irp-1B,2901,321,352,282,429,365,357
Rrp46,819,56,105,68,80,82,82
CG6345,1829,46,74,59,78,73,57
CG46270,288,0,1,0,0,0,0
Cyp12e1,1621,30,35,23,76,48,59
lncRNA:CR44939,1051,0,0,0,0,0,0
lncRNA:CR44955,2592,0,0,0,0,0,0
lncRNA:CR45576,1815,0,0,0,0,0,0
hth,11839,49,62,90,8,8,2
mir-4944,129,0,0,0,0,0,0
asRNA:CR44018,6412,3,4,3,0,1,0
CG6465,1377,8,10,5,8,13,9
CG14688,1165,1,1,0,2,0,1
lncRNA:CR44230,976,1,1,0,0,0,0
Skeletor,5370,0,0,0,0,0,0
pug,3481,32,42,40,106,97,86
CG14683,1507,217,303,198,298,255,244
CG31391,1704,2,3,0,5,3,3
CG31467,1694,2,5,1,32,36,22
CG14684,487,3,5,5,6,13,11
CG31278,883,29,48,36,47,44,36
CG31373,721,9,17,8,19,19,28
CG14689,1661,1,0,0,0,0,0
CG4073,1104,0,0,0,0,0,0
tomboy20,681,0,0,0,0,0,0
TkR86C,3223,1,0,0,0,0,0
CG14691,1749,0,0,0,0,0,0
CG31272,2102,0,1,0,0,0,0
asRNA:CR45015,1202,0,0,0,0,0,0
MED7,901,68,120,108,85,90,85
asRNA:CR45016,650,0,0,0,1,0,0
Cap-H2,4087,125,199,152,301,348,236
TfIIFbeta,1118,61,91,64,72,69,61
CG45076,3347,0,2,0,0,1,0
fau,1020,0,0,0,0,0,0
CG45078,1925,0,1,0,0,0,0
Desi,1005,1,1,0,0,0,0
CG42633,1126,1,1,0,2,2,0
mRpL37,1356,151,259,211,184,231,179
Rbp1,1528,195,305,210,255,243,188
Art1,1528,272,310,294,388,381,332
Mcm5,2452,130,228,162,204,188,157
CG14687,740,0,0,0,0,1,0
CG14692,8671,1,0,1,0,1,0
CG14693,2630,1,0,0,2,2,1
TTLL15,2022,21,19,17,28,29,26
Cad86C,7321,23,34,31,16,15,11
CG42394,634,177,213,115,104,101,138
CG4565,866,4,7,2,6,5,11
CG6567,1017,94,157,105,84,93,82
CG4511,1503,300,466,388,460,524,474
CG4570,1260,13,12,8,77,49,46
CG14694,1369,1,2,3,3,0,3
CG6574,1962,19,26,12,83,68,61
SelR,3121,142,233,157,245,264,190
Tsp86D,1791,99,127,89,119,125,118
Fdh,1337,202,255,202,342,329,302
CG4596,2357,0,1,1,2,1,1
Sodh-2,1346,3,5,5,0,0,0
asRNA:CR45195,889,1,1,0,0,1,0
CG14695,1116,21,29,14,4,2,0
Tpc1,2161,84,132,103,128,108,120
CG14696,1642,330,424,376,606,574,520
Leash,3180,100,157,110,183,187,128
Adk3,1522,165,210,151,216,205,184
CG6621,3115,195,273,220,287,292,234
lncRNA:CR45577,703,3,6,0,4,4,1
lncRNA:CR45578,597,2,1,1,1,3,2
Tengl4,1408,0,7,4,6,5,2
lncRNA:CR45561,612,0,2,1,0,0,0
side-VI,7339,13,26,8,24,13,7
lncRNA:CR46007,824,2,0,4,0,2,3
lncRNA:CR44940,889,7,3,1,3,1,2
CG43449,937,2,4,4,4,6,1
lncRNA:CR45579,505,0,5,1,1,1,1
CG6629,983,5,6,1,4,2,3
Ugt35C1,1671,45,72,52,55,65,87
mAcon2,2566,4,21,5,11,3,11
CheA86a,826,6,8,5,6,5,10
Ugt302K1,2556,188,241,166,134,127,112
Ugt302E1,1595,9,11,7,9,9,12
Ugt302C1,1994,553,759,641,505,486,453
CG4757,2098,1,2,1,0,0,2
Ugt35E1,1584,0,0,1,0,0,1
Ugt35E2,1739,0,1,0,0,0,0
Ugt35B1,1672,0,0,0,1,0,1
Ugt35A1,1781,285,371,260,454,407,412
Ugt304A1,1737,56,69,56,153,178,139
Ugt303A1,2032,56,86,39,150,141,104
CG18577,810,0,0,0,2,1,1
cu,3253,16,13,11,24,36,46
SdhC,906,144,219,144,179,193,171
Tctp,1652,847,950,781,1287,1163,1242
ZnT86D,2003,175,227,187,321,306,276
RpS25,857,486,509,398,683,578,597
CG4820,1187,17,47,19,49,45,40
CG6689,1909,77,123,120,148,144,154
CG6693,1372,100,149,106,168,190,151
RpL3,2231,1091,1273,1138,1741,1635,1634
snoRNA:Me18S-C1096,85,0,0,0,0,0,0
asRNA:CR31144,559,0,0,0,0,0,0
snoRNA:Me18S-A425,84,0,0,0,0,0,0
snoRNA:Psi28S-291,220,205,208,95,241,236,253
snoRNA:Me28S-G2017,93,5,7,5,6,13,8
scpr-C,1109,0,1,0,2,4,2
CG17726,1409,46,72,53,55,47,33
GCC88,2322,152,265,243,206,219,169
CG17187,1263,36,86,43,50,62,58
CG14701,487,10,26,18,25,30,28
Arfip,2004,88,145,106,154,142,140
CG17721,880,29,50,30,48,32,24
CG31441,1223,17,39,24,38,47,37
CG31388,1562,18,36,31,55,53,43
scpr-B,898,0,0,0,0,0,1
scpr-A,873,0,0,1,0,1,2
CG17734,1317,119,211,143,231,218,179
CG5214,1817,361,471,372,758,723,655
lncRNA:cherub,8398,1,1,0,0,2,1
lncRNA:CR31386,2763,0,0,0,0,0,0
lncRNA:TS25,218,0,0,0,0,0,0
lncRNA:CR45055,507,0,0,0,0,0,0
pros,24892,97,133,92,117,105,129
lncRNA:CR46008,757,0,0,0,0,0,0
KP78a,4988,0,0,0,0,0,0
KP78b,4988,0,0,0,0,0,0
lncRNA:CR46009,776,0,0,0,0,0,0
lncRNA:CR46010,496,0,0,0,0,0,0
mRpL40,716,115,187,167,109,130,104
mgr,946,182,273,230,270,274,231
Irbp,2149,167,255,204,171,173,163
snoRNA:Irbp-a,150,7,10,2,9,14,13
Ranbp9,3311,511,695,593,715,771,625
CG6723,1990,1,1,2,1,2,0
CG45676,411,0,0,0,0,0,0
ninaG,1937,0,0,1,0,0,0
CG5270,7465,185,291,218,317,354,294
Dtd,528,29,41,37,34,52,28
RpL24-like,773,198,296,226,382,362,386
CG5276,1752,51,116,67,54,50,51
Exd2,1947,117,194,146,183,177,155
CG5281,1613,0,1,0,0,0,0
sals,3720,12,17,11,15,18,12
CG17230,3785,41,64,65,78,89,62
mir-4945,115,1,1,0,1,2,1
PGRP-LB,1775,52,107,86,103,113,112
lncRNA:CR45581,440,0,0,0,0,0,0
dpr5,1864,0,0,0,0,0,0
dpr4,2994,0,0,0,0,0,0
asRNA:CR45056,779,0,0,0,0,0,0
CG14708,725,0,0,0,0,1,0
CG10898,1969,26,45,44,68,57,48
fabp,2302,117,155,71,167,154,172
sea,1949,2,1,1,2,2,2
Mrp4,4726,108,180,132,150,114,126
CG6790,2783,2,0,0,0,2,0
CG5342,2601,0,1,1,0,1,0
wkd,2383,202,337,219,263,290,251
CG6791,4451,149,220,168,423,402,323
Jupiter,2522,537,691,661,654,662,549
CG14710,1458,24,39,28,36,32,20
CG6808,3138,4,6,6,24,22,10
CG14711,1319,0,1,1,4,2,2
CG6813,1387,41,57,47,44,56,37
CG18764,1378,17,33,38,35,40,35
CG14712,4250,356,600,493,476,505,374
Csk,5985,518,823,575,630,671,571
asRNA:CR44137,1239,0,2,1,5,7,2
Elp1,4315,331,445,361,569,596,530
CG42327,5541,41,90,27,2,4,4
CG14715,640,99,167,129,123,141,136
CG18476,2946,59,96,78,116,132,123
Taf12,1234,109,189,179,159,192,160
Ho,1123,51,100,71,108,117,99
CG6830,2781,199,324,122,7,5,5
CG6834,2886,14,14,7,4,1,0
CG6908,1439,0,2,2,0,1,0
CG18765,1241,6,16,6,6,3,2
Fer3,836,0,0,0,0,0,0
CG14717,1819,2,3,1,0,0,0
CG14718,2107,1,1,1,0,1,0
lncRNA:CR46011,796,1,0,0,0,0,0
I-t,887,0,0,1,0,0,0
CG14720,696,0,0,0,0,0,0
CG12594,3469,0,3,1,0,0,0
CG14721,1311,48,84,59,90,87,67
Blm,4806,195,312,263,209,234,165
CG14722,2063,220,314,243,262,291,235
CG6923,5196,263,446,363,495,518,445
CG43062,584,0,1,0,3,2,4
Lk6,6807,2593,3335,3123,4127,3952,3903
l(3)neo38,6563,1626,2326,2112,1559,1800,1568
lncRNA:CR45595,468,0,0,0,1,0,0
prd1,5206,72,111,101,221,257,206
HisCl1,1872,1,0,0,4,5,4
Sbf,6782,293,454,315,390,410,360
ClC-a,5892,3,0,1,0,1,5
glo,2258,277,468,391,523,676,548
COX5A,796,280,330,302,407,376,379
Kyat,1873,136,200,159,203,192,167
CG6959,3050,4,6,7,22,25,24
sad,1773,3,2,4,4,5,0
CG6962,2492,143,244,191,164,189,150
CG31368,4630,371,542,419,412,414,393
mthl5,1952,43,55,55,155,152,196
Dnali1,939,1,0,3,3,2,1
Cad87A,7255,72,120,91,170,196,172
CG34307,718,0,1,0,0,0,0
CG14731,2062,1,3,3,9,5,8
CG31211,2927,292,483,397,709,715,561
Hsp70Aa,2382,36,45,19,38,39,50
Hsp70Ab,2375,64,63,36,65,55,58
CG3281,1870,54,88,44,76,59,68
aurA,1577,33,44,35,55,64,35
CG12213,2841,237,377,298,287,325,262
GC1,1658,22,26,28,39,47,36
Tango9,3673,122,180,146,192,180,156
GC2,1086,0,0,0,0,0,0
CG10005,1171,2,1,3,1,3,1
lncRNA:CR44135,539,5,3,4,3,3,3
CG18547,1131,81,143,130,28,32,26
CG12224,1147,5,4,9,8,3,4
CG3397,1187,1,0,0,6,2,6
mfas,3518,13,14,17,8,7,13
Tk,1621,14,23,5,63,31,1
Ect3,2236,5,5,4,2,5,2
KLHL18,2652,86,97,66,61,64,55
GCC185,4040,263,384,329,355,395,376
DCAF12,1897,60,61,63,55,56,56
Spt3,1395,37,69,48,49,49,47
CG31358,3625,0,0,0,0,0,0
CG42504,3446,0,0,0,0,0,0
CG42505,3446,0,0,0,0,0,0
ssp5,2384,0,0,1,0,0,0
CG14736,2084,0,0,0,0,0,0
CG14739,902,0,0,1,0,0,0
CG14740,1600,5,3,3,3,5,5
ATP8B,7379,1068,1428,1681,2672,2593,2614
dpr17,4475,11,9,8,0,0,0
CG4702,1459,18,23,16,2,2,2
tRNA:Lys-TTT-2-5,72,0,0,0,0,0,0
dpr15,3490,7,5,4,0,0,0
Cpn,2853,1,0,0,0,0,0
eIF3d2,2232,0,0,0,0,0,0
CG43450,281,0,0,0,0,0,0
CG3809,1427,0,0,0,0,0,0
tRNA:Thr-TGT-1-1,72,0,0,0,0,0,0
CG4830,1861,2,2,0,2,6,3
Cog1,4839,216,339,249,234,239,199
CG14742,612,0,0,0,0,0,0
CG4860,1393,49,67,48,87,99,66
asRNA:CR46012,592,0,0,0,0,0,0
CG10014,1448,0,0,1,0,0,0
CG17404,914,0,0,0,0,0,0
CG12256,935,0,0,0,0,0,0
asRNA:CR43477,865,0,0,0,0,0,0
CG3916,953,0,0,0,0,0,0
Pglym87,1085,0,0,0,0,0,0
Cyp313a5,1561,0,0,0,0,0,0
Cyp313a2,1577,0,0,0,0,0,0
Cyp313a3,1777,0,0,0,0,0,0
lncRNA:CR44036,851,0,0,0,0,0,0
lncRNA:CR45582,365,0,0,0,0,0,0
CG3942,2406,0,0,0,0,0,0
lncRNA:CR46203,649,0,0,0,0,0,0
svp,5595,1,0,0,0,0,1
CG44037,985,0,0,0,0,0,0
CG44038,262,0,0,0,0,0,0
lncRNA:CR46013,507,0,0,0,0,0,0
lncRNA:CR44039,1383,0,0,0,0,0,0
CG17738,411,0,0,0,0,0,1
Sfp87B,396,0,0,0,0,0,0
lncRNA:CR46014,329,0,0,0,0,0,0
CG4066,1767,1,1,3,0,1,0
tRNA:Thr-TGT-2-5,72,0,0,0,0,0,0
CG10013,1690,0,0,1,0,0,0
lncRNA:CR45584,657,0,0,0,0,0,0
lncRNA:CR45583,904,0,0,0,0,0,0
lncRNA:CR44941,693,0,0,0,0,0,0
CG44956,700,0,0,0,0,0,0
CG10038,1212,138,209,173,152,154,147
CG10041,976,2,5,4,2,3,2
MBD-R2,3864,391,630,515,558,564,499
CG4115,1115,0,2,2,0,0,0
snmRNA:419,74,0,0,0,0,0,0
Tim17a1,1014,1,0,0,1,1,0
GstD10,876,2,7,3,0,6,4
GstD9,786,161,245,135,45,49,47
GstD1,843,530,646,520,523,491,489
